y_true,y_pred
1.0,0.5051418542861938
1.0,0.5601104497909546
1.0,0.5613235831260681
1.0,0.5503506064414978
1.0,0.5170905590057373
1.0,0.5511487126350403
1.0,0.585267186164856
1.0,0.5950548052787781
0.0,0.5416195392608643
1.0,0.5436054468154907
0.0,0.5696345567703247
0.0,0.5608024597167969
1.0,0.6123968958854675
1.0,0.5667065382003784
0.0,0.5617737174034119
0.0,0.5170513391494751
0.0,0.5655955672264099
1.0,0.6111078858375549
0.0,0.5366378426551819
1.0,0.5616056323051453
0.0,0.5404476523399353
0.0,0.5774020552635193
1.0,0.5543822050094604
0.0,0.5727427005767822
0.0,0.6114593744277954
1.0,0.6139230728149414
0.0,0.5578403472900391
1.0,0.6019609570503235
0.0,0.5687905550003052
1.0,0.5653942823410034
1.0,0.5556380748748779
0.0,0.5364907383918762
1.0,0.6066848039627075
0.0,0.5611314177513123
1.0,0.5666425228118896
0.0,0.5281698703765869
1.0,0.6200063228607178
1.0,0.5423701405525208
1.0,0.5368340611457825
1.0,0.6010314226150513
1.0,0.5649983882904053
0.0,0.49732834100723267
0.0,0.5861794352531433
0.0,0.6012637615203857
1.0,0.5710757970809937
0.0,0.5403361320495605
0.0,0.5629451870918274
0.0,0.5284465551376343
0.0,0.5140960812568665
1.0,0.6071587800979614
0.0,0.6101622581481934
1.0,0.561737060546875
1.0,0.5451532602310181
1.0,0.6090009212493896
1.0,0.5515075922012329
1.0,0.5722606182098389
0.0,0.5412485599517822
1.0,0.5500960350036621
1.0,0.5716516375541687
0.0,0.5438095927238464
0.0,0.5410318374633789
1.0,0.6149429082870483
1.0,0.6217675805091858
1.0,0.5505660176277161
0.0,0.5193535089492798
0.0,0.5499276518821716
1.0,0.5599130392074585
1.0,0.5232903957366943
1.0,0.6138902902603149
1.0,0.6093936562538147
0.0,0.604179859161377
0.0,0.6029775738716125
0.0,0.5720484256744385
1.0,0.6172174215316772
1.0,0.5623573064804077
0.0,0.5961726903915405
1.0,0.5786041617393494
1.0,0.5883176326751709
0.0,0.559131920337677
1.0,0.5913388133049011
0.0,0.5665040016174316
0.0,0.5553919076919556
0.0,0.6310722827911377
1.0,0.5793449282646179
0.0,0.5630161762237549
0.0,0.5959211587905884
0.0,0.5858818292617798
1.0,0.6044053435325623
0.0,0.5926337242126465
0.0,0.599891185760498
1.0,0.6171730756759644
1.0,0.5602573752403259
