y_true,y_pred
1.0,0.626897931098938
1.0,0.6709702014923096
1.0,0.6396726369857788
1.0,0.6033492088317871
1.0,0.781287431716919
1.0,0.7386893630027771
1.0,0.5850321650505066
1.0,0.46104758977890015
1.0,0.7715399265289307
1.0,0.5647395253181458
0.0,0.3799005448818207
1.0,0.6776002049446106
0.0,0.6025020480155945
1.0,0.6961207985877991
1.0,0.5892244577407837
1.0,0.6670268774032593
0.0,0.5913637280464172
1.0,0.6805638074874878
0.0,0.5860293507575989
1.0,0.7673787474632263
1.0,0.5652925372123718
0.0,0.6324723362922668
1.0,0.6905134916305542
1.0,0.7067554593086243
1.0,0.7500580549240112
1.0,0.6759456992149353
1.0,0.6701498627662659
1.0,0.7634479999542236
1.0,0.7363977432250977
0.0,0.6391880512237549
1.0,0.6661741137504578
0.0,0.6468079686164856
1.0,0.6703270673751831
1.0,0.6926960945129395
1.0,0.6794196963310242
1.0,0.6681031584739685
0.0,0.6476750373840332
1.0,0.6788535714149475
0.0,0.3624776303768158
1.0,0.6068674921989441
0.0,0.5851162075996399
1.0,0.7721174955368042
1.0,0.6993911862373352
1.0,0.6753426194190979
1.0,0.7691097259521484
1.0,0.6104291081428528
1.0,0.6154274940490723
1.0,0.6859707832336426
0.0,0.6254417300224304
1.0,0.6542473435401917
1.0,0.644496500492096
0.0,0.656700074672699
1.0,0.8086268305778503
1.0,0.7978789210319519
1.0,0.6028336882591248
1.0,0.7683547735214233
1.0,0.6897410750389099
1.0,0.6885830163955688
0.0,0.6762776970863342
1.0,0.7262540459632874
1.0,0.6089390516281128
1.0,0.7004213333129883
1.0,0.5808005332946777
1.0,0.6707812547683716
1.0,0.7493444085121155
0.0,0.6151678562164307
0.0,0.6423575282096863
1.0,0.6862465739250183
0.0,0.699731171131134
1.0,0.6274956464767456
1.0,0.7541844248771667
1.0,0.7175298929214478
1.0,0.6725107431411743
1.0,0.6323923468589783
1.0,0.6035729646682739
1.0,0.7166486978530884
0.0,0.6027657985687256
1.0,0.6549858450889587
1.0,0.6710817217826843
1.0,0.5849961042404175
1.0,0.8063298463821411
1.0,0.6310299038887024
1.0,0.7368345856666565
1.0,0.8157008290290833
1.0,0.682056188583374
1.0,0.6566367149353027
1.0,0.7045355439186096
1.0,0.7115830183029175
0.0,0.6954160332679749
1.0,0.7668272256851196
0.0,0.6176924109458923
1.0,0.7314797043800354
1.0,0.5786579251289368
1.0,0.6347017288208008
0.0,0.5860995054244995
1.0,0.681693971157074
1.0,0.7473609447479248
1.0,0.7022572755813599
1.0,0.6978468894958496
1.0,0.7152664065361023
1.0,0.6996936202049255
1.0,0.6046872735023499
1.0,0.5986672639846802
1.0,0.7021869421005249
0.0,0.5924468636512756
1.0,0.5897883772850037
1.0,0.6894354820251465
1.0,0.7148028612136841
1.0,0.6713120341300964
1.0,0.7242721319198608
1.0,0.6697157025337219
1.0,0.6981391310691833
1.0,0.7018890976905823
1.0,0.6248573660850525
1.0,0.6711058020591736
1.0,0.6209278702735901
0.0,0.45266517996788025
1.0,0.5381215810775757
1.0,0.6677760481834412
1.0,0.6254239082336426
1.0,0.6208903193473816
1.0,0.7607740163803101
0.0,0.5810410976409912
0.0,0.4103304147720337
1.0,0.6183472871780396
1.0,0.7275882363319397
1.0,0.6506606936454773
1.0,0.6387803554534912
1.0,0.7138444781303406
1.0,0.7221179008483887
1.0,0.6546915769577026
1.0,0.7074110507965088
1.0,0.69626784324646
0.0,0.4741038680076599
1.0,0.7309141159057617
1.0,0.7643587589263916
1.0,0.6985495090484619
0.0,0.573498547077179
1.0,0.6826221942901611
1.0,0.6925380229949951
1.0,0.6416611075401306
0.0,0.4949222803115845
0.0,0.78439861536026
0.0,0.6047648191452026
0.0,0.5890081524848938
1.0,0.8082035183906555
1.0,0.6250908970832825
1.0,0.6211751103401184
1.0,0.5711460113525391
1.0,0.5699993968009949
1.0,0.8233708739280701
1.0,0.6958176493644714
0.0,0.5280419588088989
0.0,0.5865353345870972
1.0,0.673784613609314
1.0,0.6627336144447327
0.0,0.5227378010749817
1.0,0.7190881967544556
1.0,0.5897008776664734
1.0,0.6879972815513611
1.0,0.622612714767456
1.0,0.7787045240402222
1.0,0.6829490065574646
1.0,0.7494230270385742
1.0,0.7178051471710205
1.0,0.7951770424842834
1.0,0.6050211787223816
1.0,0.6948608756065369
1.0,0.7256578803062439
0.0,0.6917650699615479
1.0,0.5296422839164734
1.0,0.6629374027252197
1.0,0.6623193025588989
1.0,0.6779102683067322
1.0,0.632616400718689
1.0,0.6492998003959656
1.0,0.6269004940986633
1.0,0.676718533039093
0.0,0.5278948545455933
1.0,0.7108186483383179
0.0,0.5270121097564697
1.0,0.7135007381439209
1.0,0.6086244583129883
1.0,0.5832963585853577
1.0,0.7013951539993286
0.0,0.49593397974967957
1.0,0.6112323999404907
1.0,0.691167414188385
0.0,0.464781254529953
0.0,0.6176444292068481
1.0,0.6381323933601379
