y_true,y_pred
1.0,0.7840049266815186
1.0,0.720710039138794
1.0,0.6692163348197937
1.0,0.5782889127731323
1.0,0.8305251598358154
1.0,0.7186277508735657
1.0,0.7353765368461609
1.0,0.668838620185852
1.0,0.7760614156723022
1.0,0.5282718539237976
0.0,0.382372111082077
1.0,0.6897878646850586
0.0,0.8308950662612915
1.0,0.6396923065185547
1.0,0.7088242173194885
1.0,0.5850314497947693
0.0,0.5976245403289795
1.0,0.6600531339645386
0.0,0.7055506706237793
1.0,0.7597348093986511
1.0,0.7543522715568542
0.0,0.773415207862854
1.0,0.749997615814209
1.0,0.6471608877182007
1.0,0.8022363781929016
1.0,0.7648730278015137
1.0,0.7162988781929016
1.0,0.695438802242279
1.0,0.769222617149353
0.0,0.7336804866790771
1.0,0.7794796228408813
0.0,0.7309728264808655
1.0,0.6190009713172913
1.0,0.6835983991622925
1.0,0.6489518284797668
1.0,0.6616824865341187
0.0,0.7829972505569458
1.0,0.7732664346694946
0.0,0.5763393044471741
1.0,0.7501890063285828
0.0,0.6283074617385864
1.0,0.9048183560371399
1.0,0.7578350305557251
1.0,0.7702603936195374
1.0,0.8326890468597412
1.0,0.7533979415893555
1.0,0.7134494185447693
1.0,0.7531386613845825
0.0,0.6518316268920898
1.0,0.600204586982727
1.0,0.7071764469146729
0.0,0.8412326574325562
1.0,0.8670872449874878
1.0,0.793767511844635
1.0,0.618922233581543
1.0,0.8321837782859802
1.0,0.6971899271011353
1.0,0.744260311126709
0.0,0.7605515718460083
1.0,0.7830796241760254
1.0,0.6596928834915161
1.0,0.7828522324562073
1.0,0.6194185018539429
1.0,0.7073764204978943
1.0,0.7890551686286926
0.0,0.6401425004005432
0.0,0.7575236558914185
1.0,0.8086276054382324
0.0,0.6931869983673096
1.0,0.6767748594284058
1.0,0.7913221716880798
1.0,0.7340342998504639
1.0,0.7703688740730286
1.0,0.7110545635223389
1.0,0.7500888109207153
1.0,0.8082771897315979
0.0,0.6205536127090454
1.0,0.7804048657417297
1.0,0.5925306081771851
1.0,0.7000669240951538
1.0,0.7850371599197388
1.0,0.7226649522781372
1.0,0.8031187057495117
1.0,0.8569664359092712
1.0,0.6615793704986572
1.0,0.7039482593536377
1.0,0.6357812285423279
1.0,0.7797023057937622
0.0,0.720476508140564
1.0,0.7438595294952393
0.0,0.6130994558334351
1.0,0.8629434704780579
1.0,0.7266953587532043
1.0,0.8011395335197449
0.0,0.7623122334480286
1.0,0.8077070713043213
