average_train_loss_per_token,average_validation_accuracy_per_token,average_validation_loss_per_token,epoch,step
2.1810879707336426,,,0,49
1.7765352725982666,,,0,99
1.7846287488937378,,,0,149
1.6233965158462524,,,0,199
1.5824320316314697,,,0,249
1.6084144115447998,,,0,299
1.5457029342651367,,,0,349
1.520982027053833,,,0,399
1.5373927354812622,,,0,449
1.4835978746414185,,,0,499
1.4385831356048584,,,0,549
1.4869272708892822,,,0,599
1.3973182439804077,,,0,649
1.410456895828247,,,0,699
1.3356633186340332,,,0,749
1.4296739101409912,,,0,799
1.3486043214797974,,,0,849
1.356925368309021,,,0,899
1.2908395528793335,,,0,949
1.2197295427322388,,,0,999
1.2757397890090942,,,0,1049
1.2327815294265747,,,0,1099
1.2573251724243164,,,0,1149
1.2124457359313965,,,0,1199
1.2126504182815552,,,0,1249
1.3032684326171875,,,0,1299
1.2304577827453613,,,0,1349
1.1826469898223877,,,0,1399
1.1148415803909302,,,0,1449
1.1679595708847046,,,0,1499
1.2050213813781738,,,0,1549
1.1917791366577148,,,0,1599
1.1754951477050781,,,0,1649
1.1959415674209595,,,0,1699
1.1400341987609863,,,0,1749
1.1513899564743042,,,0,1799
1.1024508476257324,,,0,1849
1.1741678714752197,,,0,1899
1.1563841104507446,,,0,1949
1.12465238571167,,,0,1999
1.0481648445129395,,,0,2049
1.0783557891845703,,,0,2099
1.079325795173645,,,0,2149
1.0599145889282227,,,0,2199
1.0752272605895996,,,0,2249
1.0908937454223633,,,0,2299
1.070473551750183,,,0,2349
1.0647145509719849,,,0,2399
1.0314867496490479,,,0,2449
1.024822473526001,,,0,2499
0.9878742694854736,,,0,2549
0.9958969354629517,,,0,2599
0.9906653165817261,,,0,2649
0.982268750667572,,,0,2699
0.9731616973876953,,,0,2749
1.0198217630386353,,,0,2799
1.0067907571792603,,,0,2849
0.9601090550422668,,,0,2899
0.9902852773666382,,,0,2949
0.9635823369026184,,,0,2999
0.9663650989532471,,,0,3049
0.9659057855606079,,,0,3099
0.9574736952781677,,,0,3149
0.9911743402481079,,,0,3199
0.9842557311058044,,,0,3249
0.9287559390068054,,,0,3299
0.9168575406074524,,,0,3349
0.9454390406608582,,,0,3399
0.9055425524711609,,,0,3449
0.9115628600120544,,,0,3499
0.90809166431427,,,0,3549
0.9536471366882324,,,0,3599
0.9051569104194641,,,0,3649
0.921574592590332,,,0,3699
0.8998538255691528,,,0,3749
0.8883576989173889,,,0,3799
0.8579062819480896,,,0,3849
0.9072892665863037,,,0,3899
0.8421294689178467,,,0,3949
0.9117317795753479,,,0,3999
0.8812268972396851,,,0,4049
0.8817859292030334,,,0,4099
0.8900864720344543,,,0,4149
0.8195685148239136,,,0,4199
0.8545274138450623,,,0,4249
0.8153197169303894,,,0,4299
0.8976577520370483,,,0,4349
0.8169142603874207,,,0,4399
0.8839321732521057,,,0,4449
0.8832964897155762,,,0,4499
0.8726450204849243,,,0,4549
0.8444705605506897,,,0,4599
0.8466646075248718,,,0,4649
0.7829503417015076,,,0,4699
0.8458661437034607,,,0,4749
0.8173917531967163,,,0,4799
0.8578783869743347,,,0,4849
0.8438371419906616,,,0,4899
0.8044804334640503,,,0,4949
0.8253445625305176,,,0,4999
0.8214740753173828,,,0,5049
0.8682358860969543,,,0,5099
0.8249328136444092,,,0,5149
0.7595627903938293,,,0,5199
0.8484272360801697,,,0,5249
0.7821229696273804,,,0,5299
0.77500981092453,,,0,5349
0.7636112570762634,,,0,5399
0.7489779591560364,,,0,5449
0.8240609169006348,,,0,5499
0.7485177516937256,,,0,5549
0.7761391401290894,,,0,5599
0.8142415881156921,,,0,5649
0.7808561325073242,,,0,5699
0.7853270769119263,,,0,5749
0.7600820660591125,,,0,5799
0.7610237002372742,,,0,5849
0.7567645907402039,,,0,5899
0.7637466788291931,,,0,5949
0.73438560962677,,,0,5999
0.7685807347297668,,,0,6049
0.7800170183181763,,,0,6099
0.7534918785095215,,,0,6149
0.7161233425140381,,,0,6199
0.7765963673591614,,,0,6249
0.7818962335586548,,,0,6299
0.7379468083381653,,,0,6349
0.7704528570175171,,,0,6399
0.7558912634849548,,,0,6449
0.6792029142379761,,,0,6499
0.6989437937736511,,,0,6549
0.6801834106445312,,,0,6599
0.7549440860748291,,,0,6649
0.6799356341362,,,0,6699
0.7241140007972717,,,0,6749
0.7673390507698059,,,0,6799
0.6581592559814453,,,0,6849
0.6793093085289001,,,0,6899
0.7365068197250366,,,0,6949
0.703869104385376,,,0,6999
0.7596976161003113,,,0,7049
0.6756163239479065,,,0,7099
0.680992841720581,,,0,7149
0.717069149017334,,,0,7199
0.6927361488342285,,,0,7249
0.7392879128456116,,,0,7299
0.7366808652877808,,,0,7349
0.6575015783309937,,,0,7399
0.6923796534538269,,,0,7449
0.7305057644844055,,,0,7499
0.6609041094779968,,,0,7549
0.7343418002128601,,,0,7599
0.6830913424491882,,,0,7649
0.7353720664978027,,,0,7699
0.7153998017311096,,,0,7749
0.6450337767601013,,,0,7799
0.684546172618866,,,0,7849
0.6712307333946228,,,0,7899
0.7045953273773193,,,0,7949
0.6964224576950073,,,0,7999
0.7403519749641418,,,0,8049
0.660178542137146,,,0,8099
0.6548576354980469,,,0,8149
0.6560677289962769,,,0,8199
0.6613097786903381,,,0,8249
0.6544859409332275,,,0,8299
0.6996946334838867,,,0,8349
0.6675199270248413,,,0,8399
0.6650366187095642,,,0,8449
0.6808788776397705,,,0,8499
0.7021996378898621,,,0,8549
0.6588147878646851,,,0,8599
0.6218221187591553,,,0,8649
0.6615182161331177,,,0,8699
0.6662828922271729,,,0,8749
0.6202333569526672,,,0,8799
0.6751871705055237,,,0,8849
0.6566360592842102,,,0,8899
0.6523739099502563,,,0,8949
0.5810521245002747,,,0,8999
0.6735014915466309,,,0,9049
0.6756554841995239,,,0,9099
0.6297920346260071,,,0,9149
,0.7898268699645996,0.5623242259025574,0,9198
0.666263997554779,,,1,9199
0.6075047254562378,,,1,9249
0.6059823632240295,,,1,9299
0.6111105680465698,,,1,9349
0.6443541646003723,,,1,9399
0.638110876083374,,,1,9449
0.6013861298561096,,,1,9499
0.6478853821754456,,,1,9549
