y_true,y_pred
1.0,0.47820520401000977
1.0,0.4685254991054535
1.0,0.5238285660743713
1.0,0.588840901851654
1.0,0.5166997909545898
1.0,0.5330619215965271
1.0,0.6437824964523315
1.0,0.6352394819259644
0.0,0.4609529376029968
1.0,0.4911007583141327
0.0,0.5249936580657959
0.0,0.4943768382072449
1.0,0.6889278888702393
1.0,0.561150848865509
0.0,0.45620787143707275
0.0,0.43808048963546753
0.0,0.5446043014526367
1.0,0.6488397717475891
0.0,0.5305881500244141
1.0,0.6047085523605347
0.0,0.48482832312583923
0.0,0.6238980889320374
1.0,0.53657466173172
0.0,0.5597987771034241
0.0,0.5707682967185974
1.0,0.6898652911186218
0.0,0.4995774030685425
1.0,0.5804810523986816
0.0,0.5100057721138
1.0,0.5560852885246277
1.0,0.5758141279220581
0.0,0.5034900903701782
1.0,0.5599111318588257
0.0,0.5705592632293701
1.0,0.5556731224060059
0.0,0.47660887241363525
1.0,0.6761904954910278
1.0,0.5503940582275391
1.0,0.524868905544281
1.0,0.649600625038147
1.0,0.6434318423271179
0.0,0.4868280291557312
0.0,0.4714469313621521
0.0,0.6595844626426697
1.0,0.5143858790397644
0.0,0.43850427865982056
0.0,0.48685595393180847
0.0,0.4264168441295624
0.0,0.39604073762893677
1.0,0.6631520390510559
0.0,0.6362178325653076
1.0,0.5921814441680908
1.0,0.5191455483436584
1.0,0.6230661273002625
1.0,0.6158360242843628
1.0,0.606234610080719
0.0,0.5520125031471252
1.0,0.5500545501708984
1.0,0.5950878262519836
0.0,0.47923505306243896
0.0,0.4692247807979584
1.0,0.6329902410507202
1.0,0.6948909759521484
1.0,0.46970847249031067
0.0,0.43854930996894836
0.0,0.5383386611938477
1.0,0.5492311120033264
1.0,0.4203822612762451
1.0,0.6202587485313416
1.0,0.6641700267791748
0.0,0.5385114550590515
0.0,0.5714888572692871
0.0,0.5323126316070557
1.0,0.6394568085670471
1.0,0.6016462445259094
0.0,0.6163720488548279
1.0,0.5910477042198181
1.0,0.5204253196716309
0.0,0.46336695551872253
1.0,0.6342894434928894
0.0,0.5957583785057068
0.0,0.4567551612854004
0.0,0.670505166053772
1.0,0.5557156801223755
0.0,0.5831704139709473
0.0,0.576521635055542
0.0,0.6449070572853088
1.0,0.633365273475647
0.0,0.5948063731193542
0.0,0.5209886431694031
1.0,0.6455928683280945
1.0,0.4737788438796997
1.0,0.5848568081855774
1.0,0.6409181356430054
1.0,0.5500562787055969
1.0,0.65561842918396
0.0,0.5548456311225891
1.0,0.4915308952331543
1.0,0.6372804641723633
1.0,0.5967857837677002
0.0,0.505082368850708
1.0,0.508928120136261
