y_true,y_pred
0.0,0.03519837185740471
0.0,0.03071991167962551
0.0,0.06377749145030975
0.0,0.03823568671941757
1.0,0.03927882760763168
0.0,0.0423678457736969
0.0,0.030674129724502563
0.0,0.04865999147295952
0.0,0.04053771495819092
0.0,0.03597431629896164
0.0,0.039294809103012085
0.0,0.03766436129808426
0.0,0.043578632175922394
0.0,0.03653973713517189
0.0,0.04321945086121559
0.0,0.041356343775987625
0.0,0.03714727237820625
0.0,0.0563964918255806
1.0,0.04435141012072563
0.0,0.04059673473238945
0.0,0.04913792014122009
0.0,0.05505494400858879
0.0,0.03453245386481285
0.0,0.03634970635175705
0.0,0.04514727741479874
1.0,0.0352029912173748
0.0,0.03932754695415497
0.0,0.035798393189907074
0.0,0.046579327434301376
0.0,0.03954167664051056
0.0,0.04832736402750015
0.0,0.03522398695349693
0.0,0.03730131313204765
0.0,0.05281113088130951
0.0,0.04563038423657417
0.0,0.04331761598587036
0.0,0.04104839265346527
0.0,0.03718307614326477
0.0,0.04621729627251625
0.0,0.045766089111566544
0.0,0.03496377915143967
0.0,0.031631335616111755
0.0,0.03695886582136154
0.0,0.03752601891756058
0.0,0.03360063582658768
0.0,0.03521785885095596
0.0,0.037598349153995514
0.0,0.0396466925740242
0.0,0.03802039474248886
0.0,0.03624541312456131
0.0,0.035699374973773956
0.0,0.03371432423591614
0.0,0.038396358489990234
0.0,0.034535929560661316
0.0,0.03502155467867851
0.0,0.0466884970664978
0.0,0.04566391929984093
0.0,0.033071886748075485
0.0,0.03982355818152428
0.0,0.04888634756207466
0.0,0.04846756160259247
0.0,0.034374453127384186
0.0,0.042789313942193985
0.0,0.029628969728946686
1.0,0.0483054593205452
0.0,0.044319044798612595
1.0,0.04544484242796898
1.0,0.03962709754705429
0.0,0.037091098725795746
0.0,0.042733509093523026
0.0,0.03294936195015907
0.0,0.047271955758333206
0.0,0.0408564954996109
0.0,0.03696085140109062
0.0,0.03539540618658066
0.0,0.04838098958134651
0.0,0.04362703114748001
0.0,0.04211718961596489
0.0,0.04272662103176117
0.0,0.039197880774736404
0.0,0.0336209237575531
0.0,0.03133563697338104
0.0,0.04049304127693176
0.0,0.050167832523584366
0.0,0.03885866329073906
0.0,0.035656385123729706
0.0,0.0489734522998333
0.0,0.0475604347884655
0.0,0.03399168699979782
0.0,0.04506276547908783
0.0,0.038664042949676514
1.0,0.03946714848279953
0.0,0.03905462846159935
